name,Add to List,Social,Format,Episodes,Episode Duration,Status,Season,Average Score,Mean Score,Popularity,Favorites,Studios,Producers,Source,Hashtag,Genres,Romaji,English,Native,Synonyms,Tags,External & Streaming links,Relations,Characters,Staff,Status Distribution,Score Distribution,Trailer,Recommendations
Urusei Yatsura (2022),"['Urusei Yatsura (2022)', 'When an alien race known as the Oni invade Earth, the chronically unlucky and unapologetically lecherous Ataru Moroboshi is selected as humanity’s representative in a duel for the fate of the planet! His opponent is Lum, the Oni’s very pretty princess, and it’s only thanks to Ataru’s unscrupulous behavior that he’s able to scrape out a win in a treacherous game of tag against her. Ataru thinks he’s had his lucky break at last, but when Lum takes a shine to him off the battlefield, the conflict follows him home as Lum invades not only planet Earth, but also the womanizing Ataru’s love life!', '', '(Source: HIDIVE)']","['#68 Highest Rated 2022', '#51 Most Popular 2022', 'Airing', 'Ep 15: 2d 15h 52m']",['TV'],['23'],['23 mins'],['Releasing'],['Fall 2022'],['71%'],['71%'],['39188'],['733'],['David Production'],"['Fuji TV', 'Aniplex', 'Shogakukan', 'Shogakukan-Shueisha Productions', 'Fuji Creative Corporation', 'Dentsu']",['Manga'],['#うる星やつら'],"['Comedy', 'Romance', 'Sci-Fi', 'Supernatural']",['Urusei Yatsura (2022)'],['Urusei Yatsura (2022)'],['うる星やつら (2022)'],"['Urusei Yatsura: All Stars', 'Lum, the Invader Girl', 'Lamù e i casinisti planetari']","['Slapstick', '88%', 'Love Triangle', '81%', 'Aliens', '80%', 'Heterosexual', '80%', 'Episodic', '78%', 'Male Protagonist', '76%', 'Urban Fantasy', '62%', 'Parody', '60%', 'Super Power', '60%', 'Shounen', '57%', 'Youkai', '52%', 'Shrine Maiden', '46%', 'Nudity', '43%', 'Meta', '33%', 'Tennis', '16%', 'Show 1 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', '', '']","['Source', 'Urusei Yatsura', 'Manga · Finished', 'Sequel', 'Urusei Yatsura (2022) 2nd Season', 'TV · Not Yet Released', 'Alternative', 'Urusei Yatsura', 'TV · Finished']","['Ataru Moroboshi', 'Main', 'Hiroshi Kamiya', 'Japanese', 'Lum', 'Main', 'Sumire Uesaka', 'Japanese', 'Shuutarou Mendou', 'Supporting', 'Mamoru Miyano', 'Japanese', 'Shinobu Miyake', 'Supporting', 'Maaya Uchida', 'Japanese', 'Ten', 'Supporting', 'Aoi Yuuki', 'Japanese', 'Sakuranbou', 'Supporting', 'Wataru Takagi', 'Japanese']","['Rumiko Takahashi', 'Original Creator', 'Hideya Takahashi', 'Director', 'Yasuhiro Kimura', 'Director', 'Yuuko Kakihara', 'Series Composition']","['Planning', '17673 Users', 'Current', '17588 Users', 'Dropped', '2367 Users', 'Paused', '1354 Users']",[],,
Uzaki-chan wa Asobitai! ω,"['Uzaki-chan wa Asobitai! ω', 'The second season of Uzaki-chan wa Asobitai!.']","['#63 Highest Rated 2022', '#53 Most Popular 2022']",['TV'],['13'],['24 mins'],['Finished'],['Fall 2022'],['71%'],['72%'],['36320'],['803'],['ENGI'],"['KADOKAWA', 'Sammy', 'ABC Animation', 'INCS toenter', 'AT-X', 'Movic']",['Manga'],['#宇崎ちゃん'],"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",['Uzaki-chan wa Asobitai! ω'],['Uzaki-chan Wants to Hang Out! Season 2'],['宇崎ちゃんは遊びたい！ω（だぶる）'],"['Uzaki-chan Wants to Hang Out! ω', 'Uzaki-chan Wants to Hang Out! Double', 'Uzaki-chan wa Asobitai! 2nd Season', 'รุ่นน้องตัวป่วน อยากชวนเที่ยวเล่น ภาค 2']","['Large Breasts', '90%', 'Slapstick', '85%', 'Primarily Adult Cast', '80%', 'Tomboy', '80%', 'Female Protagonist', '78%', 'Male Protagonist', '76%', 'College', '73%', 'Seinen', '53%', 'Fitness', '46%', 'Video Games', '44%', 'Bullying', '41%', 'Episodic', '28%', 'Meta', '25%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'Funimation', 'VRV']","['Source', 'Uzaki-chan wa Asobitai!', 'Manga · Releasing', 'Prequel', 'Uzaki-chan wa Asobitai!', 'TV · Finished']","['Shinichi Sakurai', 'Main', 'Kenji Akabane', 'Japanese', 'Hana Uzaki', 'Main', 'Naomi Oozora', 'Japanese', 'Tsuki Uzaki', 'Supporting', 'Saori Hayami', 'Japanese', 'Itsuhito Sakaki', 'Supporting', 'Tomoya Takagi', 'Japanese', 'Ami Asai', 'Supporting', 'Ayana Taketatsu', 'Japanese', 'Akihiko Asai', 'Supporting', 'Yousuke Akimoto', 'Japanese']","['Take', 'Original Creator', 'Kazuya Miura', 'Director', 'Shinichi Fukumoto', 'Assistant Director', 'Takashi Aoshima', 'Series Composition']","['Planning', '17809 Users', 'Completed', '10794 Users', 'Current', '6415 Users', 'Dropped', '765 Users']",[],,
Shinobi no Ittoki,"['Shinobi no Ittoki', 'Ittoki Sakuraba was an ordinary student, until his life was turned upside down! He finds out that he is the 19th heir of the famous Iga Ninjas. The Iga must try to defend what is theirs from the Koga, a rivaling clan seeking to end Ittoki’s life. Ittoki is left with no choice but to become a shinobi that’s strong enough to not only protect himself, but also his village. Now a student at Kokuten Ninja Academy, a high school specializing in shinobi techniques, Ittoki learns the way of the modern-day ninja, equipped with high-tech suits and gadgets. Together with students from other villages, Ittoki clashes with the Koga in an attempt to end the rivalry once and for all.', '', '(Source: Crunchyroll)']","['#59 Most Popular 2022', '#14 Most Popular Fall 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['60%'],['60%'],['33273'],['674'],['TROYCA'],"['DMM pictures', 'TMS Entertainment', ""Toy's Factory"", 'NetEase Games']",['Original'],['#忍の一時'],['Action'],['Shinobi no Ittoki'],['Shinobi no Ittoki'],['忍の一時'],,"['Ninja', '80%', 'Coming of Age', '79%', 'Primarily Teen Cast', '79%', 'Primarily Adult Cast', '79%', 'Male Protagonist', '69%', 'Urban', '65%', 'War', '60%', 'Parkour', '50%', 'School', '48%', 'Show 6 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']",,"['Kousetsu', 'Main', 'Haruka Shiraishi', 'Japanese', 'Ittoki Sakuraba', 'Main', 'Ryouta Oosaka', 'Japanese', 'Satomi Tsubaki', 'Supporting', 'Miyu Tomita', 'Japanese', 'Kirei Kisegawa', 'Supporting', 'Aoi Yuuki', 'Japanese', 'Tokisada Kaga', 'Supporting', 'Katsuyuki Konishi', 'Japanese', 'Yumika Sakuraba', 'Supporting', 'Kikuko Inoue', 'Japanese']","['Shuu Watanabe', 'Director', 'Minato Takano', 'Series Composition', 'Isamu Suzuki', 'Character Design', 'Kazutaka Ema', 'Prop Design']","['Planning', '11380 Users', 'Completed', '8956 Users', 'Current', '8261 Users', 'Dropped', '3839 Users']",[],,
Mairimashita! Iruma-kun 3,"['Mairimashita! Iruma-kun 3', 'The third season of Mairimashita! Iruma-kun.', '', ""This time it's the jungle!"", '', 'Human boy Suzuki Iruma becomes ""grandson"" to the great demon Sullivan and begins attending demon school where ""Grandpa"" serves as chairman. Winning friends -- and rising in demon rank, too -- Iruma thrives in his new environment, overcoming the harrowing ordeals thrown his way! In the new season, further challenges await... it\'s harvest season, and time for the annual test where students wade into the expansive and extremely dangerous (!) jungle to compete for food!! Classmates become rivals, and what erupts is a gargantuan battle of brawn and wits?', '', '(Source: NHK)']","['#308 Highest Rated All Time', '#29 Highest Rated 2022', 'Airing', 'Ep 16: 4d 9h 1m']",['TV'],['21'],['25 mins'],['Releasing'],['Fall 2022'],['78%'],['79%'],['30368'],['963'],['Bandai Namco Pictures'],"['NHK Enterprises', 'NHK']",['Manga'],['#魔入りました入間くん'],"['Comedy', 'Fantasy', 'Supernatural']",['Mairimashita! Iruma-kun 3'],['Welcome to Demon School! Iruma-kun Season 3'],['魔入りました！入間くん 第3シリーズ'],['อิรุมะคุง พจญในแดนปีศาจ! ภาค 3'],"['Demons', '93%', 'School', '90%', 'Primarily Teen Cast', '88%', 'Magic', '86%', 'Isekai', '81%', 'Found Family', '80%', 'Monster Boy', '79%', 'Monster Girl', '79%', 'Cultivation', '79%', 'Archery', '78%', 'Ensemble Cast', '73%', 'Male Protagonist', '67%', 'School Club', '60%', 'Shounen', '60%', 'Video Games', '55%', 'Succubus', '55%', 'Butler', '50%', 'Idol', '50%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube (Muse Asia)', '', '', '', '', '', '']","['Source', 'Mairimashita! Iruma-kun', 'Manga · Releasing', 'Prequel', 'Mairimashita! Iruma-kun 2', 'TV · Finished']","['Iruma Suzuki', 'Main', 'Ayumu Murase', 'Japanese', 'Clara Valac', 'Main', 'Ayaka Asai', 'Japanese', 'Alice Asmodeus', 'Main', 'Ryouhei Kimura', 'Japanese', 'Lead Shax', 'Main', 'Yoshitaka Yamaya', 'Japanese', 'Ameri Azazel', 'Supporting', 'Saori Hayami', 'Japanese', 'Kalego Naberius', 'Supporting', 'Daisuke Ono', 'Japanese']","['Osamu Nishi', 'Original Creator', 'Makoto Moriwaki', 'Director', 'Kazuyuki Fudeyasu', 'Series Composition', 'Rachel Robinson', 'ADR Script (English)']","['Current', '16477 Users', 'Planning', '12717 Users', 'Paused', '482 Users', 'Completed', '407 Users']",[],,
Akiba Meido Sensou,"['Akiba Meido Sensou', 'Akihabara is the center of the universe for the coolest hobbies and quirkiest amusements. In the spring of 1999, bright-eyed Nagomi Wahira moves there with dreams of joining a maid café. She quickly dons an apron at café Ton Tokoton, AKA the Pig Hut. But adjusting to life in bustling Akihabara isn’t as easy as serving tea and delighting customers. Paired with the dour Ranko who never seems to smile, Nagomi must do her best to elevate the Pig Hut over all other maid cafés vying for top ranking. Along the way she’ll slice out a place for herself amid the frills and thrills of life at the Pig Hut. Just when Nagomi’s dreams are within her grasp, she discovers not everything is as it seems amid the maid cafés of Akihabara.']","['#45 Highest Rated 2022', '#64 Most Popular 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['75%'],['75%'],['30313'],['758'],['P.A. Works'],"['Cygames', 'Tencent', 'Happinet Media Marketing', 'Movic', 'TOKYO MX', 'Shouchiku', 'Fields']",['Original'],['#アキバ冥途戦争'],"['Action', 'Comedy', 'Drama']",['Akiba Meido Sensou'],['Akiba Maid War'],['アキバ冥途戦争'],['Akiba Maid Sensou'],"['Primarily Female Cast', '97%', 'Maids', '97%', 'Female Protagonist', '94%', 'Work', '88%', 'Urban', '85%', 'Primarily Adult Cast', '85%', 'Otaku Culture', '82%', 'Kemonomimi', '74%', 'Anachronism', '65%', 'Ensemble Cast', '65%', 'War', '64%', 'Kuudere', '64%', 'Gyaru', '62%', 'Cute Girls Doing Cute Things', '50%', 'Food', '35%', 'Tanned Skin', '30%', 'Show 17 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'HIDIVE', '', '']",,"['Nagomi Wahira', 'Main', 'Reina Kondou', 'Japanese', 'Ranko Mannen', 'Main', 'Rina Satou', 'Japanese', 'Yume Hiiragi', 'Supporting', 'Minami Tanaka', 'Japanese', 'Shino Gotou', 'Supporting', 'Tomoyo Kurosawa', 'Japanese', 'Zoya', 'Supporting', 'Jenya Davidyuk', 'Japanese', 'Yasuko Yaegashi', 'Supporting', 'Ayahi Takagaki', 'Japanese']","['Souichi Masui', 'Director', 'Yoshihiro Hiki', 'Series Composition', 'Manabu Nii', 'Character Design', 'Kenji Irie', 'Prop Design']","['Completed', '10638 Users', 'Planning', '10183 Users', 'Current', '6979 Users', 'Dropped', '1744 Users']",[],,
"Yuusha Party wo Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau","['Yuusha Party wo Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau', ""Because Rain was a weak and simple beast tamer, he was expelled from the hero's group but that didn't stop his desire to be an adventurer. By taking simple quests afterwards he has a destined encounter with a strong cat girl.""]","['#79 Highest Rated 2022', '#67 Most Popular 2022']",['TV'],['13'],['24 mins'],['Finished'],['Fall 2022'],['69%'],['69%'],['28104'],['987'],['EMT Squared'],"['Yomiuri TV Enterprise', 'Square Enix', 'Hakuhodo', 'Crunchyroll', 'MUSE', 'Nikkatsu', 'Nippon Columbia', 'Jinnan Studio']",['Light Novel'],['#ビステマ'],"['Adventure', 'Fantasy']","['Yuusha Party wo Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau']",['Beast Tamer'],['勇者パーティーを追放されたビーストテイマー、最強種の猫耳少女と出会う'],"['เทมเมอร์ถูกทิ้งกับสาวหูแมวสุดแกร่ง', 'Penjinak Binatang yang Ditendang dari Regu Pahlawan Bertemu Gadis Bertelinga Hewan dari Ras Terkuat']","['Found Family', '90%', 'Kemonomimi', '90%', 'Monster Girl', '88%', 'Female Harem', '86%', 'Primarily Female Cast', '86%', 'Heterosexual', '77%', 'Male Protagonist', '75%', 'Dragons', '55%', 'Nekomimi', '55%', 'Urban Fantasy', '50%', 'Animals', '50%', 'Twins', '46%', 'Magic', '40%', 'Orphan', '40%', 'Witch', '30%', 'Chibi', '26%', 'Travel', '20%', 'Tsundere', '20%', 'CGI', '13%', 'Show 2 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube (Muse Asia)']","['Source', 'Yuusha Party wo Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau', 'Light Novel · Releasing', 'Alternative', 'Yuusha Party wo Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau', 'Manga · Releasing']","['Rein', 'Main', 'Shouya Chiba', 'Japanese', 'Kanade', 'Main', 'Azumi Waki', 'Japanese', 'Tania', 'Main', 'Rumi Ookubo', 'Japanese', 'Sora', 'Main', 'Minami Tanaka', 'Japanese', 'Luna', 'Main', 'Maria Sashide', 'Japanese', 'Nina', 'Supporting', 'Marika Kouno', 'Japanese']","['Suzu Miyama', 'Original Story', 'Hotosouka', 'Original Character Design', 'Atsushi Nigorikawa', 'Director', 'Takashi Aoshima', 'Series Composition']","['Completed', '13466 Users', 'Current', '6696 Users', 'Planning', '6371 Users', 'Dropped', '1221 Users']",[],,
Kidou Senshi Gundam: Suisei no Majo,"['Kidou Senshi Gundam: Suisei no Majo', 'A.S. (Ad Stella) 122―', '', 'An era when a multitude of corporations have entered space and built a huge economic system. A lone girl from the remote planet Mercury transfers to the Asticassia School of Technology, run by the Beneritt Group which dominates the mobile suit industry.', '', 'Her name is Suletta Mercury. With a scarlet light burning in her pure heart, this girl walks step by step through a new world.', '', '(Source: Mobile Suit Gundam The Witch from Mercury Official Site)']","['#290 Highest Rated All Time', '#28 Highest Rated 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['79%'],['79%'],['27891'],['904'],['Sunrise'],"['Bandai Namco Filmworks', 'Sotsu', 'Mainichi Broadcasting System']",['Original'],['#水星の魔女 #G_Witch'],"['Mecha', 'Sci-Fi']",['Kidou Senshi Gundam: Suisei no Majo'],['Mobile Suit Gundam: The Witch from Mercury'],['機動戦士ガンダム 水星の魔女'],"['G-Witch', 'Mobile Suit Gundam: Penyihir dari Mercury']","['Real Robot', '93%', 'Female Protagonist', '92%', 'Space', '88%', 'Primarily Teen Cast', '87%', 'Politics', '86%', 'School', '84%', 'Super Robot', '82%', 'Conspiracy', '74%', 'LGBTQ+ Themes', '71%', 'Guns', '60%', 'Witch', '56%', 'Cyberpunk', '55%', 'Bullying', '47%', 'Show 9 spoiler tags']","['Official Site JP', 'Official Site', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube (Ani-One Asia)', '', '', '', '', '', '']","['Prequel', 'Kidou Senshi Gundam: Suisei no Majo - PROLOGUE', 'Special · Finished', 'Sequel', 'Kidou Senshi Gundam: Suisei no Majo Season 2', 'TV · Not Yet Released', 'Parent', 'Kidou Senshi Gundam', 'TV · Finished']","['Suletta Mercury', 'Main', 'Kana Ichinose', 'Japanese', 'Miorine Rembran', 'Main', 'Lynn', 'Japanese', 'Elan Ceres', 'Supporting', 'Natsuki Hanae', 'Japanese', 'Guel Jeturk', 'Supporting', 'Youhei Azakami', 'Japanese', 'Shaddiq Zenelli', 'Supporting', 'Makoto Furukawa', 'Japanese', 'Nika Nanaura', 'Supporting', 'Yume Miyamoto', 'Japanese']","['Hajime Yatate', 'Original Creator', 'Yoshiyuki Tomino', 'Original Creator', 'Mogumo', 'Original Character Design', 'Hiroshi Kobayashi', 'Director']","['Completed', '10749 Users', 'Current', '8355 Users', 'Planning', '7748 Users', 'Dropped', '618 Users']",[],,
Akuyaku Reijou nano de Last Boss wo Kattemimashita,"['Akuyaku Reijou nano de Last Boss wo Kattemimashita', 'When Aileen, the Duke’s daughter, regains her memories of her past life, she realizes she’s barreling toward ruin at full speed. Searching for any way out of her hopeless situation, the method she chooses is to capture the heart of the last boss--the Demon Lord Claude!', '', '(Source: Yen Press)']","['#62 Highest Rated 2022', '#69 Most Popular 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['71%'],['72%'],['27418'],['770'],['Maho Film'],"['Mainichi Broadcasting System', 'NBCUniversal Entertainment Japan', 'NetEase Games', 'KADOKAWA', 'ADK Marketing Solutions', 'WOWOW', 'TOKYO MX', 'Bit Grooove Promotion']",['Light Novel'],['#悪ラス'],"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",['Akuyaku Reijou nano de Last Boss wo Kattemimashita'],"[""I'm the Villainess, So I'm Taming the Final Boss""]",['悪役令嬢なのでラスボスを飼ってみました'],['作为恶役大小姐就该养魔王'],"['Heterosexual', '94%', 'Villainess', '92%', 'Shoujo', '88%', 'Female Protagonist', '87%', 'Demons', '87%', 'Isekai', '83%', 'Reincarnation', '82%', 'Ojou-sama', '80%', 'Magic', '76%', 'Conspiracy', '64%', 'School', '62%', 'Animals', '60%', 'Primarily Teen Cast', '60%', 'Fairy Tale', '60%', 'Swordplay', '56%', 'Medicine', '40%', 'LGBTQ+ Themes', '40%', 'Kuudere', '40%', 'Dragons', '38%', 'Bullying', '36%', 'Anti-Hero', '20%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'YouTube (Ani-One Asia)', '', '']","['Source', 'Akuyaku Reijou nano de Last Boss wo Kattemimashita', 'Light Novel · Releasing', 'Alternative', 'Akuyaku Reijou nano de Last Boss wo Kattemimashita', 'Manga · Finished', 'Side Story', 'Akuyaku Reijou nano de Last Boss wo Kattemimashita Mini', 'ONA · Finished']","['Aileen Lauren Dautriche', 'Main', 'Rie Takahashi', 'Japanese', 'Claude Jeanne Elmir', 'Main', 'Yuuichirou Umehara', 'Japanese', 'Cedric Jeanne Elmir', 'Supporting', 'Toshiki Masuda', 'Japanese', 'James Charles', 'Supporting', 'Souma Saitou', 'Japanese', 'Rachel Danis', 'Supporting', 'Rie Murakawa', 'Japanese', 'Kyle Elford', 'Supporting', 'Chiaki Kobayashi', 'Japanese']","['Sarasa Nagase', 'Original Story', 'Mai Murasaki', 'Original Character Design', 'Kumiko Habara', 'Director', 'Kenta Ihara', 'Series Composition']","['Completed', '11197 Users', 'Planning', '7946 Users', 'Current', '6173 Users', 'Dropped', '1508 Users']",[],,
Do It Yourself!!,"['Do It Yourself!!', 'Building furniture and friendships have a lot in common. Intention, effort, and hard work are needed for both crafts. This is a story of girls in a DIY club building both as they carve out their futures. None of it comes easy, but that doesn’t stop any of ’em. Furniture, friendships, and the future—they’re building it all with their own hands!', '', '(Source: Crunchyroll)']","['#47 Highest Rated 2022', '#71 Most Popular 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['75%'],['75%'],['26242'],['564'],['PINE JAM'],"['Avex Pictures', 'TV Tokyo', 'Yostar', 'MAGNET', 'Asmik Ace', 'AT-X', 'BS11', 'Niigata Sogo Television']",['Original'],['#diyアニメ'],"['Comedy', 'Slice of Life']",['Do It Yourself!!'],['Do It Yourself!!'],['Do It Yourself!! -どぅー・いっと・ゆあせるふ-'],['DIY!!'],"['School Club', '95%', 'Cute Girls Doing Cute Things', '94%', 'Iyashikei', '92%', 'Female Protagonist', '91%', 'Primarily Female Cast', '86%', 'Primarily Teen Cast', '80%', 'Tsundere', '70%', 'Educational', '66%', 'Tomboy', '53%', 'Slapstick', '46%', 'LGBTQ+ Themes', '20%']","['Official Site JP', 'Twitter JP', 'Crunchyroll', 'VRV', '', '']","['Adaptation', 'Do It Yourself!!', 'Manga · Releasing']","['Serufu Yua', 'Main', 'Konomi Inagaki', 'Japanese', 'Miku Suride', 'Main', 'Kana Ichinose', 'Japanese', 'Rei Yasaku', 'Main', 'Ayane Sakura', 'Japanese', 'Takumi Hikage', 'Main', 'Azumi Waki', 'Japanese', 'Juliet Queen Elizabeth VIII', 'Main', 'Nichika Oomori', 'Japanese', 'Kokoro Kouki', 'Main', 'Karin Takahashi', 'Japanese']","['Kazuhiro Yoneda', 'Director', 'Yuusuke Matsuo', 'Character Design', 'Kazuyuki Fudeyasu', 'Series Composition', 'Swaro', 'Supervisor']","['Planning', '10250 Users', 'Completed', '8669 Users', 'Current', '5610 Users', 'Dropped', '1125 Users']",[],,
Renai Flops,"['Renai Flops', 'Asahi Kashiwagi lives the typical life of an average high school student — until the day a TV fortune teller’s predictions come true one after another, culminating in a series of risqué encounters! Destiny seemingly draws five beautiful girls into Asahi’s path, and soon he finds himself fielding not one, not two, but five love confessions. Asahi will need to follow his heart to find the perfect love for him, or else his love fortunes may end in one epic flail and flop.', '', '(Source: HIDIVE)']","['#78 Most Popular 2022', '#30 Highest Rated Fall 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['65%'],['65%'],['22358'],['673'],['Passione'],"['KADOKAWA', 'AT-X', 'BS11', 'Movic', 'NTT Plala', 'TOKYO MX', 'TV Aichi', 'Sun Television']",['Original'],['#恋愛フロップス'],"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",['Renai Flops'],['LOVE FLOPS'],['恋愛フロップス'],['Renai Furoppusu'],"['Female Harem', '94%', 'Heterosexual', '93%', 'Primarily Female Cast', '92%', 'Surreal Comedy', '79%', 'Parody', '78%', 'Male Protagonist', '77%', 'Primarily Teen Cast', '60%', 'Age Gap', '45%', 'Magic', '40%', 'Teacher', '20%', 'Show 14 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', '', '']","['Adaptation', 'Renai Flops', 'Manga · Releasing']","['Asahi Kashiwagi', 'Main', 'Ryouta Oosaka', 'Japanese', 'Aoi Izumisawa', 'Main', 'Miku Itou', 'Japanese', 'Amelia Irving', 'Main', 'Ayana Taketatsu', 'Japanese', 'Ilya Ilyukhin', 'Main', 'Rie Takahashi', 'Japanese', 'Mongfa Bai', 'Main', 'Hisako Kanemoto', 'Japanese', 'Karin Istel', 'Main', 'Marika Kouno', 'Japanese']","['Nobuyoshi Nagayama', 'Director', 'Fujiaki Asari', 'Assistant Director', 'Midori Yui', 'Assistant Director', 'Ryou Yasumoto', 'Series Composition']","['Planning', '8184 Users', 'Completed', '6493 Users', 'Current', '5637 Users', 'Dropped', '1605 Users']",[],,
Noumin Kanren no Skill Bakka Agetetara Naze ka Tsuyoku Natta.,"['Noumin Kanren no Skill Bakka Agetetara Naze ka Tsuyoku Natta.', ""Al Wayne loves farming — and we don’t mean the video game sim. He wants to be a literal farmer, but in the process of improving his agriculture skills, he somehow winds up maxing out his overall character stats! He’s superpowered in the most unexpected of ways with abilities even the strongest of heroes would envy. Alas, all he wants is an idyllic farmer's life, but with demons and monsters invading the realm, Al may have to take up the mantle of hero just to keep his dreams from withering away!"", '', '(Source: Sentai Filmworks)']","['#79 Most Popular 2022', '#22 Most Popular Fall 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['57%'],['57%'],['21343'],['607'],['studio A-CAT'],"['bilibili', 'Futabasha', 'NBCUniversal Entertainment Japan', 'Docomo Anime Store', 'Bushiroad Move', 'Nippon Columbia', 'Klock Worx']",['Light Novel'],['#農民関連'],"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",['Noumin Kanren no Skill Bakka Agetetara Naze ka Tsuyoku Natta.'],"[""I've Somehow Gotten Stronger When I Improved My Farm-Related Skills""]",['農民関連のスキルばっか上げてたら何故か強くなった。'],"['I Somehow Got Strong By Raising Skills Related To Farming', '点满农民相关技能后，不知为何就变强了。', ""Fantasy Farm - Avevo coltivato solo le mie abilità legate all'agricoltura, ma sono diventato più forte""]","['Male Protagonist', '83%', 'CGI', '75%', 'Super Power', '63%', 'Demons', '60%', 'Dragons', '57%', 'Female Harem', '54%', 'Agriculture', '51%', 'Parody', '40%', 'Show 3 spoiler tags']","['Official Site JP', 'TikTok JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', '', '']","['Source', 'Noumin Kanren no Skill Bakka Agetetara Naze ka Tsuyoku Natta.', 'Light Novel · Finished', 'Alternative', 'Noumin Kanren no Skill Bakka Agetetara Naze ka Tsuyoku Natta.', 'Manga · Releasing']","['Al Wayne', 'Main', 'Junya Enoki', 'Japanese', 'Fal Ys Meigis', 'Main', 'Minami Tanaka', 'Japanese', 'Helen Lean', 'Main', 'Rumi Ookubo', 'Japanese', 'Ruri', 'Main', 'Ayaka Suwa', 'Japanese', 'Gilles Wayne', 'Supporting', 'Kenji Hamada', 'Japanese', 'Ilvia', 'Supporting', 'Yukari Tamura', 'Japanese']","['Shobonnu', 'Original Story', 'Sogawa', 'Original Character Design', 'Norihiko Nagahama', 'Director', 'Touko Machida', 'Series Composition']","['Completed', '7009 Users', 'Planning', '6116 Users', 'Current', '5535 Users', 'Dropped', '2285 Users']",[],,
